claim_id;activity_instance;activity;Inicio;Fin;resource;result;type;value;agent;.order
1009;22666;Reject Claim;27-10-2010;27-10-2010;Manager 2;NA;NA;NA;NA;17573
1010;22667;Accident;06-10-2010;06-10-2010;Client x;NA;NA;NA;NA;17574
1010;22668;File Claim;14-10-2010;14-10-2010;Client x;NA;Health;13150;Agent E;17575
1010;22669;Check Contract;17-10-2010;18-10-2010;Assistant 1;OK;NA;NA;NA;17576
1010;22670;Covered?;18-10-2010;18-10-2010;Assistant 1;OK;NA;NA;NA;17577
1010;22671;Franchise?;20-10-2010;20-10-2010;Assistant 1;By client;NA;NA;NA;17578
1010;22672;Acceptance Decision;25-10-2010;25-10-2010;Manager 2;NA;NA;NA;NA;17579
1010;22673;Start Investigation;06-11-2010;06-11-2010;Assistant 1;NA;NA;NA;NA;17580
1010;22674;Appoint Expert;15-11-2010;15-11-2010;Manager 2;NA;NA;NA;NA;17581
1010;22675;Appoint Lawyer;15-11-2010;15-11-2010;Manager 2;NA;NA;NA;NA;17582
1010;22676;Receive Conclusion Lawyer;05-12-2010;05-12-2010;Assistant 1;NA;NA;NA;NA;17583
1010;22677;Receive Conclusion Expert;15-12-2010;15-12-2010;Assistant 1;NA;NA;NA;NA;17584
1010;22678;Pay Back Decision;25-12-2010;26-12-2010;Manager 2;NA;NA;NA;NA;17585
1010;22679;Pay Claim;09-02-2011;09-02-2011;Assistant 1;NA;NA;NA;NA;17586
1011;22680;Accident;07-10-2010;07-10-2010;Client x;NA;NA;NA;NA;17587
1011;22681;File Claim;15-10-2010;15-10-2010;Client x;NA;House;19250;Agent C;17588
1011;22682;Check Contract;18-10-2010;19-10-2010;Assistant 1;OK;NA;NA;NA;17589
1011;22683;Covered?;19-10-2010;19-10-2010;Assistant 1;OK;NA;NA;NA;17590
1011;22684;Franchise?;21-10-2010;21-10-2010;Assistant 1;By client;NA;NA;NA;17591
1011;22685;Acceptance Decision;26-10-2010;26-10-2010;Manager 2;NA;NA;NA;NA;17592
1011;22686;Start Investigation;07-11-2010;07-11-2010;Assistant 1;NA;NA;NA;NA;17593
1011;22687;Appoint Expert;16-11-2010;16-11-2010;Manager 2;NA;NA;NA;NA;17594
1011;22688;Appoint Lawyer;16-11-2010;16-11-2010;Manager 2;NA;NA;NA;NA;17595
1011;22689;Receive Conclusion Lawyer;06-12-2010;06-12-2010;Assistant 1;NA;NA;NA;NA;17596
1011;22690;Receive Conclusion Expert;16-12-2010;16-12-2010;Assistant 1;NA;NA;NA;NA;17597
1011;22691;Pay Back Decision;26-12-2010;27-12-2010;Manager 2;NA;NA;NA;NA;17598
1011;22692;Pay Claim;10-02-2011;10-02-2011;Assistant 1;NA;NA;NA;NA;17599
1012;22693;Accident;08-10-2010;08-10-2010;Client x;NA;NA;NA;NA;17600
1012;22694;File Claim;16-10-2010;16-10-2010;Client x;NA;Car;3755;Agent B;17601
1012;22695;Check Contract;19-10-2010;20-10-2010;Assistant 1;OK;NA;NA;NA;17602
1012;22696;Covered?;20-10-2010;20-10-2010;Assistant 1;OK;NA;NA;NA;17603
1012;22697;Franchise?;22-10-2010;22-10-2010;Assistant 1;By client;NA;NA;NA;17604
1012;22698;Acceptance Decision;27-10-2010;27-10-2010;Manager 2;NA;NA;NA;NA;17605
1012;22699;Start Investigation;08-11-2010;08-11-2010;Assistant 1;NA;NA;NA;NA;17606
1012;22700;Appoint Expert;17-11-2010;17-11-2010;Manager 2;NA;NA;NA;NA;17607
1012;22701;Appoint Lawyer;17-11-2010;17-11-2010;Manager 2;NA;NA;NA;NA;17608
1012;22702;Receive Conclusion Lawyer;07-12-2010;07-12-2010;Assistant 1;NA;NA;NA;NA;17609
1012;22703;Receive Conclusion Expert;17-12-2010;17-12-2010;Assistant 1;NA;NA;NA;NA;17610
1012;22704;Pay Back Decision;27-12-2010;28-12-2010;Manager 2;NA;NA;NA;NA;17611
1012;22705;Pay Claim;11-02-2011;11-02-2011;Assistant 1;NA;NA;NA;NA;17612
1013;22706;Accident;09-10-2010;09-10-2010;Client x;NA;NA;NA;NA;17613
1013;22707;File Claim;17-10-2010;17-10-2010;Client x;NA;Car;3760;Agent C;17614
1013;22708;Check Contract;20-10-2010;21-10-2010;Assistant 1;OK;NA;NA;NA;17615
1013;22709;Covered?;21-10-2010;21-10-2010;Assistant 1;OK;NA;NA;NA;17616
1013;22710;Franchise?;23-10-2010;23-10-2010;Assistant 1;By client;NA;NA;NA;17617
1013;22711;Acceptance Decision;28-10-2010;28-10-2010;Manager 2;NA;NA;NA;NA;17618
1013;22712;Start Investigation;09-11-2010;09-11-2010;Assistant 1;NA;NA;NA;NA;17619
1013;22713;Appoint Expert;18-11-2010;18-11-2010;Manager 2;NA;NA;NA;NA;17620
1013;22714;Appoint Lawyer;18-11-2010;18-11-2010;Manager 2;NA;NA;NA;NA;17621
1013;22715;Receive Conclusion Lawyer;08-12-2010;08-12-2010;Assistant 1;NA;NA;NA;NA;17622
1013;22716;Receive Conclusion Expert;18-12-2010;18-12-2010;Assistant 1;NA;NA;NA;NA;17623
1013;22717;Pay Back Decision;28-12-2010;29-12-2010;Manager 2;NA;NA;NA;NA;17624
1013;22718;Pay Claim;12-02-2011;12-02-2011;Assistant 1;NA;NA;NA;NA;17625
1014;22719;Accident;10-10-2010;10-10-2010;Client x;NA;NA;NA;NA;17626
1014;22720;File Claim;18-10-2010;18-10-2010;Client x;NA;Car;3765;Agent D;17627
1014;22721;Check Contract;21-10-2010;22-10-2010;Assistant 1;OK;NA;NA;NA;17628
1014;22722;Covered?;22-10-2010;22-10-2010;Assistant 1;OK;NA;NA;NA;17629
1014;22723;Franchise?;24-10-2010;24-10-2010;Assistant 1;By client;NA;NA;NA;17630
1014;22724;Acceptance Decision;29-10-2010;29-10-2010;Manager 2;NA;NA;NA;NA;17631
1014;22725;Start Investigation;10-11-2010;10-11-2010;Assistant 1;NA;NA;NA;NA;17632
1014;22726;Appoint Expert;19-11-2010;19-11-2010;Manager 2;NA;NA;NA;NA;17633
1014;22727;Appoint Lawyer;19-11-2010;19-11-2010;Manager 2;NA;NA;NA;NA;17634
1014;22728;Receive Conclusion Lawyer;09-12-2010;09-12-2010;Assistant 1;NA;NA;NA;NA;17635
1014;22729;Receive Conclusion Expert;19-12-2010;19-12-2010;Assistant 1;NA;NA;NA;NA;17636
1014;22730;Pay Back Decision;29-12-2010;30-12-2010;Manager 2;NA;NA;NA;NA;17637
1014;22731;Pay Claim;13-02-2011;13-02-2011;Assistant 1;NA;NA;NA;NA;17638
1015;22732;Accident;11-10-2010;11-10-2010;Client x;NA;NA;NA;NA;17639
1015;22733;File Claim;19-10-2010;19-10-2010;Client x;NA;Car;3770;Agent E;17640
1015;22734;Check Contract;22-10-2010;23-10-2010;Assistant 1;OK;NA;NA;NA;17641
1015;22735;Covered?;23-10-2010;23-10-2010;Assistant 1;OK;NA;NA;NA;17642
1015;22736;Franchise?;25-10-2010;25-10-2010;Assistant 1;By client;NA;NA;NA;17643
1015;22737;Acceptance Decision;30-10-2010;30-10-2010;Manager 2;NA;NA;NA;NA;17644
1015;22738;Start Investigation;11-11-2010;11-11-2010;Assistant 1;NA;NA;NA;NA;17645
1015;22739;Appoint Expert;20-11-2010;20-11-2010;Manager 2;NA;NA;NA;NA;17646
1015;22740;Appoint Lawyer;20-11-2010;20-11-2010;Manager 2;NA;NA;NA;NA;17647
1015;22741;Receive Conclusion Lawyer;10-12-2010;10-12-2010;Assistant 1;NA;NA;NA;NA;17648
1015;22742;Receive Conclusion Expert;20-12-2010;20-12-2010;Assistant 1;NA;NA;NA;NA;17649
1015;22743;Pay Back Decision;30-12-2010;31-12-2010;Manager 2;NA;NA;NA;NA;17650
1015;22744;Pay Claim;14-02-2011;14-02-2011;Assistant 1;NA;NA;NA;NA;17651
1016;22745;Accident;12-10-2010;12-10-2010;Client x;NA;NA;NA;NA;17652
1016;22746;File Claim;20-10-2010;20-10-2010;Client x;NA;Car;3775;Agent F;17653
1016;22747;Check Contract;23-10-2010;24-10-2010;Assistant 1;OK;NA;NA;NA;17654
1016;22748;Covered?;24-10-2010;24-10-2010;Assistant 1;OK;NA;NA;NA;17655
1016;22749;Franchise?;26-10-2010;26-10-2010;Assistant 1;By client;NA;NA;NA;17656
1016;22750;Acceptance Decision;31-10-2010;31-10-2010;Manager 2;NA;NA;NA;NA;17657
1016;22751;Start Investigation;12-11-2010;12-11-2010;Assistant 1;NA;NA;NA;NA;17658
1016;22752;Appoint Expert;21-11-2010;21-11-2010;Manager 2;NA;NA;NA;NA;17659
1016;22753;Appoint Lawyer;21-11-2010;21-11-2010;Manager 2;NA;NA;NA;NA;17660
1016;22754;Receive Conclusion Lawyer;11-12-2010;11-12-2010;Assistant 1;NA;NA;NA;NA;17661
1016;22755;Receive Conclusion Expert;21-12-2010;21-12-2010;Assistant 1;NA;NA;NA;NA;17662
1016;22756;Pay Back Decision;31-12-2010;01-01-2011;Manager 2;NA;NA;NA;NA;17663
1016;22757;No Refund;11-01-2011;12-01-2011;Manager 2;NA;NA;NA;NA;17664
1017;22758;Accident;13-10-2010;13-10-2010;Client x;NA;NA;NA;NA;17665
1017;22759;File Claim;21-10-2010;21-10-2010;Client x;NA;Health;13200;Agent F;17666
1017;22760;Check Contract;24-10-2010;25-10-2010;Assistant 1;OK;NA;NA;NA;17667
1017;22761;Covered?;25-10-2010;25-10-2010;Assistant 1;OK;NA;NA;NA;17668
1017;22762;Franchise?;27-10-2010;27-10-2010;Assistant 1;By client;NA;NA;NA;17669
1017;22763;Acceptance Decision;01-11-2010;01-11-2010;Manager 2;NA;NA;NA;NA;17670
1017;22764;Start Investigation;13-11-2010;13-11-2010;Assistant 1;NA;NA;NA;NA;17671
1017;22765;Appoint Expert;22-11-2010;22-11-2010;Manager 2;NA;NA;NA;NA;17672
1017;22766;Appoint Lawyer;22-11-2010;22-11-2010;Manager 2;NA;NA;NA;NA;17673
1017;22767;Receive Conclusion Lawyer;12-12-2010;12-12-2010;Assistant 1;NA;NA;NA;NA;17674
1017;22768;Receive Conclusion Expert;22-12-2010;22-12-2010;Assistant 1;NA;NA;NA;NA;17675
1017;22769;Pay Back Decision;01-01-2011;02-01-2011;Manager 2;NA;NA;NA;NA;17676
1017;22770;Pay Claim;16-02-2011;16-02-2011;Assistant 1;NA;NA;NA;NA;17677
1018;22771;Accident;14-10-2010;14-10-2010;Client x;NA;NA;NA;NA;17678
1018;22772;File Claim;22-10-2010;22-10-2010;Client x;NA;Health;13250;Agent A;17679
1018;22773;Check Contract;25-10-2010;26-10-2010;Assistant 1;OK;NA;NA;NA;17680
1018;22774;Covered?;26-10-2010;26-10-2010;Assistant 1;OK;NA;NA;NA;17681
1018;22775;Franchise?;28-10-2010;28-10-2010;Assistant 1;By client;NA;NA;NA;17682
1018;22776;Acceptance Decision;02-11-2010;02-11-2010;Manager 2;NA;NA;NA;NA;17683
1018;22777;Start Investigation;14-11-2010;14-11-2010;Assistant 1;NA;NA;NA;NA;17684
1018;22778;Appoint Expert;23-11-2010;23-11-2010;Manager 2;NA;NA;NA;NA;17685
1018;22779;Appoint Lawyer;23-11-2010;23-11-2010;Manager 2;NA;NA;NA;NA;17686
1018;22780;Receive Conclusion Lawyer;13-12-2010;13-12-2010;Assistant 1;NA;NA;NA;NA;17687
1018;22781;Receive Conclusion Expert;23-12-2010;23-12-2010;Assistant 1;NA;NA;NA;NA;17688
1018;22782;Pay Back Decision;02-01-2011;03-01-2011;Manager 2;NA;NA;NA;NA;17689
1018;22783;Pay Claim;17-02-2011;17-02-2011;Assistant 1;NA;NA;NA;NA;17690
1019;22784;Accident;15-10-2010;15-10-2010;Client x;NA;NA;NA;NA;17691
1019;22785;File Claim;23-10-2010;23-10-2010;Client x;NA;House;19400;Agent D;17692
1019;22786;Check Contract;26-10-2010;27-10-2010;Assistant 1;OK;NA;NA;NA;17693
1019;22787;Covered?;27-10-2010;27-10-2010;Assistant 1;OK;NA;NA;NA;17694
1019;22788;Franchise?;29-10-2010;29-10-2010;Assistant 1;By client;NA;NA;NA;17695
1019;22789;Acceptance Decision;03-11-2010;03-11-2010;Manager 2;NA;NA;NA;NA;17696
1019;22790;Start Investigation;15-11-2010;15-11-2010;Assistant 1;NA;NA;NA;NA;17697
1019;22791;Appoint Expert;24-11-2010;24-11-2010;Manager 2;NA;NA;NA;NA;17698
1019;22792;Appoint Lawyer;24-11-2010;24-11-2010;Manager 2;NA;NA;NA;NA;17699
1019;22793;Receive Conclusion Lawyer;14-12-2010;14-12-2010;Assistant 1;NA;NA;NA;NA;17700
1019;22794;Receive Conclusion Expert;24-12-2010;24-12-2010;Assistant 1;NA;NA;NA;NA;17701
1019;22795;Pay Back Decision;03-01-2011;04-01-2011;Manager 2;NA;NA;NA;NA;17702
1019;22796;Pay Claim;18-02-2011;18-02-2011;Assistant 1;NA;NA;NA;NA;17703
1020;22797;Accident;16-10-2010;16-10-2010;Client x;NA;NA;NA;NA;17704
1020;22798;File Claim;24-10-2010;24-10-2010;Client x;NA;Car;3780;Agent G;17705
1020;22799;Check Contract;27-10-2010;28-10-2010;Assistant 1;OK;NA;NA;NA;17706
1020;22800;Covered?;28-10-2010;28-10-2010;Assistant 1;OK;NA;NA;NA;17707
1020;22801;Franchise?;30-10-2010;30-10-2010;Assistant 1;By client;NA;NA;NA;17708
1020;22802;Acceptance Decision;04-11-2010;04-11-2010;Manager 2;NA;NA;NA;NA;17709
1020;22803;Start Investigation;16-11-2010;16-11-2010;Assistant 1;NA;NA;NA;NA;17710
1020;22804;Appoint Expert;25-11-2010;25-11-2010;Manager 2;NA;NA;NA;NA;17711
1020;22805;Appoint Lawyer;25-11-2010;25-11-2010;Manager 2;NA;NA;NA;NA;17712
1020;22806;Receive Conclusion Lawyer;15-12-2010;15-12-2010;Assistant 1;NA;NA;NA;NA;17713
1020;22807;Receive Conclusion Expert;25-12-2010;25-12-2010;Assistant 1;NA;NA;NA;NA;17714
1020;22808;Pay Back Decision;04-01-2011;05-01-2011;Manager 2;NA;NA;NA;NA;17715
1020;22809;Pay Claim;19-02-2011;19-02-2011;Assistant 1;NA;NA;NA;NA;17716
1021;22810;Accident;17-10-2010;17-10-2010;Client x;NA;NA;NA;NA;17717
1021;22811;File Claim;25-10-2010;25-10-2010;Client x;NA;Car;3785;Agent H;17718
1021;22812;Check Contract;28-10-2010;29-10-2010;Assistant 1;OK;NA;NA;NA;17719
1021;22813;Covered?;29-10-2010;29-10-2010;Assistant 1;OK;NA;NA;NA;17720
1021;22814;Franchise?;31-10-2010;31-10-2010;Assistant 1;By client;NA;NA;NA;17721
1021;22815;Acceptance Decision;05-11-2010;05-11-2010;Manager 2;NA;NA;NA;NA;17722
1021;22816;Start Investigation;17-11-2010;17-11-2010;Assistant 1;NA;NA;NA;NA;17723
1021;22817;Appoint Expert;26-11-2010;26-11-2010;Manager 2;NA;NA;NA;NA;17724
1021;22818;Appoint Lawyer;26-11-2010;26-11-2010;Manager 2;NA;NA;NA;NA;17725
1021;22819;Receive Conclusion Lawyer;16-12-2010;16-12-2010;Assistant 1;NA;NA;NA;NA;17726
1021;22820;Receive Conclusion Expert;26-12-2010;26-12-2010;Assistant 1;NA;NA;NA;NA;17727
1021;22821;Pay Back Decision;05-01-2011;06-01-2011;Manager 2;NA;NA;NA;NA;17728
1021;22822;Pay Claim;20-02-2011;20-02-2011;Assistant 1;NA;NA;NA;NA;17729
1022;22823;Accident;18-10-2010;18-10-2010;Client x;NA;NA;NA;NA;17730
1022;22824;File Claim;26-10-2010;26-10-2010;Client x;NA;Car;3790;Agent H;17731
1022;22825;Check Contract;29-10-2010;30-10-2010;Assistant 1;OK;NA;NA;NA;17732
1022;22826;Covered?;30-10-2010;30-10-2010;Assistant 1;OK;NA;NA;NA;17733
1022;22827;Franchise?;01-11-2010;01-11-2010;Assistant 1;By client;NA;NA;NA;17734
1022;22828;Acceptance Decision;06-11-2010;06-11-2010;Manager 2;NA;NA;NA;NA;17735
1022;22829;Start Investigation;18-11-2010;18-11-2010;Assistant 1;NA;NA;NA;NA;17736
1022;22830;Appoint Expert;27-11-2010;27-11-2010;Manager 2;NA;NA;NA;NA;17737
1022;22831;Appoint Lawyer;27-11-2010;27-11-2010;Manager 2;NA;NA;NA;NA;17738
1022;22832;Receive Conclusion Lawyer;17-12-2010;17-12-2010;Assistant 1;NA;NA;NA;NA;17739
1022;22833;Receive Conclusion Expert;27-12-2010;27-12-2010;Assistant 1;NA;NA;NA;NA;17740
1022;22834;Pay Back Decision;06-01-2011;07-01-2011;Manager 2;NA;NA;NA;NA;17741
1022;22835;Pay Claim;21-02-2011;21-02-2011;Assistant 1;NA;NA;NA;NA;17742
1023;22836;Accident;19-10-2010;19-10-2010;Client x;NA;NA;NA;NA;17743
1023;22837;File Claim;27-10-2010;27-10-2010;Client x;NA;Car;3795;Agent H;17744
1023;22838;Check Contract;30-10-2010;31-10-2010;Assistant 1;OK;NA;NA;NA;17745
1023;22839;Covered?;31-10-2010;31-10-2010;Assistant 1;OK;NA;NA;NA;17746
1023;22840;Franchise?;02-11-2010;02-11-2010;Assistant 1;By client;NA;NA;NA;17747
1023;22841;Acceptance Decision;07-11-2010;07-11-2010;Manager 2;NA;NA;NA;NA;17748
1023;22842;Start Investigation;19-11-2010;19-11-2010;Assistant 1;NA;NA;NA;NA;17749
1023;22843;Appoint Expert;28-11-2010;28-11-2010;Manager 2;NA;NA;NA;NA;17750
1023;22844;Appoint Lawyer;28-11-2010;28-11-2010;Manager 2;NA;NA;NA;NA;17751
1023;22845;Receive Conclusion Lawyer;18-12-2010;18-12-2010;Assistant 1;NA;NA;NA;NA;17752
1023;22846;Receive Conclusion Expert;28-12-2010;28-12-2010;Assistant 1;NA;NA;NA;NA;17753
1023;22847;Pay Back Decision;07-01-2011;08-01-2011;Manager 2;NA;NA;NA;NA;17754
1023;22848;Pay Claim;22-02-2011;22-02-2011;Assistant 1;NA;NA;NA;NA;17755
1024;22849;Accident;20-10-2010;20-10-2010;Client x;NA;NA;NA;NA;17756
1024;22850;File Claim;28-10-2010;28-10-2010;Client x;NA;Health;13300;Agent B;17757
1024;22851;Check Contract;31-10-2010;01-11-2010;Assistant 1;OK;NA;NA;NA;17758
1024;22852;Covered?;01-11-2010;01-11-2010;Assistant 1;OK;NA;NA;NA;17759
1024;22853;Franchise?;03-11-2010;03-11-2010;Assistant 1;By client;NA;NA;NA;17760
1024;22854;Acceptance Decision;08-11-2010;08-11-2010;Manager 2;NA;NA;NA;NA;17761
1024;22855;Start Investigation;20-11-2010;20-11-2010;Assistant 1;NA;NA;NA;NA;17762
1024;22856;Appoint Expert;29-11-2010;29-11-2010;Manager 2;NA;NA;NA;NA;17763
1024;22857;Appoint Lawyer;29-11-2010;29-11-2010;Manager 2;NA;NA;NA;NA;17764
1024;22858;Receive Conclusion Lawyer;19-12-2010;19-12-2010;Assistant 1;NA;NA;NA;NA;17765
1024;22859;Receive Conclusion Expert;29-12-2010;29-12-2010;Assistant 1;NA;NA;NA;NA;17766
1024;22860;Pay Back Decision;08-01-2011;09-01-2011;Manager 2;NA;NA;NA;NA;17767
1024;22861;Pay Claim;23-02-2011;23-02-2011;Assistant 1;NA;NA;NA;NA;17768
1025;22862;Accident;21-10-2010;21-10-2010;Client x;NA;NA;NA;NA;17769
1025;22863;File Claim;29-10-2010;29-10-2010;Client x;NA;Health;13350;Agent C;17770
1025;22864;Check Contract;01-11-2010;02-11-2010;Assistant 1;OK;NA;NA;NA;17771
1025;22865;Covered?;02-11-2010;02-11-2010;Assistant 1;OK;NA;NA;NA;17772
1025;22866;Franchise?;04-11-2010;04-11-2010;Assistant 1;By client;NA;NA;NA;17773
1025;22867;Acceptance Decision;09-11-2010;09-11-2010;Manager 2;NA;NA;NA;NA;17774
1025;22868;Start Investigation;21-11-2010;21-11-2010;Assistant 1;NA;NA;NA;NA;17775
1025;22869;Appoint Expert;30-11-2010;30-11-2010;Manager 2;NA;NA;NA;NA;17776
1025;22870;Appoint Lawyer;30-11-2010;30-11-2010;Manager 2;NA;NA;NA;NA;17777
1025;22871;Receive Conclusion Lawyer;20-12-2010;20-12-2010;Assistant 1;NA;NA;NA;NA;17778
1025;22872;Receive Conclusion Expert;30-12-2010;30-12-2010;Assistant 1;NA;NA;NA;NA;17779
1025;22873;Pay Back Decision;09-01-2011;10-01-2011;Manager 2;NA;NA;NA;NA;17780
1025;22874;Pay Claim;24-02-2011;24-02-2011;Assistant 1;NA;NA;NA;NA;17781
1026;22875;Accident;22-10-2010;22-10-2010;Client x;NA;NA;NA;NA;17782
1026;22876;File Claim;30-10-2010;30-10-2010;Client x;NA;House;19550;Agent E;17783
1026;22877;Check Contract;02-11-2010;03-11-2010;Assistant 1;OK;NA;NA;NA;17784
1026;22878;Covered?;03-11-2010;03-11-2010;Assistant 1;OK;NA;NA;NA;17785
1026;22879;Franchise?;05-11-2010;05-11-2010;Assistant 1;By client;NA;NA;NA;17786
1026;22880;Acceptance Decision;10-11-2010;10-11-2010;Manager 2;NA;NA;NA;NA;17787
1026;22881;Start Investigation;22-11-2010;22-11-2010;Assistant 1;NA;NA;NA;NA;17788
1026;22882;Appoint Expert;01-12-2010;01-12-2010;Manager 2;NA;NA;NA;NA;17789
1026;22883;Appoint Lawyer;01-12-2010;01-12-2010;Manager 2;NA;NA;NA;NA;17790
1026;22884;Receive Conclusion Lawyer;21-12-2010;21-12-2010;Assistant 1;NA;NA;NA;NA;17791
1026;22885;Receive Conclusion Expert;31-12-2010;31-12-2010;Assistant 1;NA;NA;NA;NA;17792
1026;22886;Pay Back Decision;10-01-2011;11-01-2011;Manager 2;NA;NA;NA;NA;17793
1026;22887;Pay Claim;25-02-2011;25-02-2011;Assistant 1;NA;NA;NA;NA;17794
1027;22888;Accident;23-10-2010;23-10-2010;Client x;NA;NA;NA;NA;17795
1027;22889;File Claim;31-10-2010;31-10-2010;Client x;NA;Car;3800;Agent H;17796
1027;22890;Check Contract;03-11-2010;04-11-2010;Assistant 1;OK;NA;NA;NA;17797
1027;22891;Covered?;04-11-2010;04-11-2010;Assistant 1;OK;NA;NA;NA;17798
1027;22892;Franchise?;06-11-2010;06-11-2010;Assistant 1;By client;NA;NA;NA;17799
1027;22893;Acceptance Decision;11-11-2010;11-11-2010;Manager 2;NA;NA;NA;NA;17800
1027;22894;Start Investigation;23-11-2010;23-11-2010;Assistant 1;NA;NA;NA;NA;17801
1027;22895;Appoint Expert;02-12-2010;02-12-2010;Manager 2;NA;NA;NA;NA;17802
1027;22896;Appoint Lawyer;02-12-2010;02-12-2010;Manager 2;NA;NA;NA;NA;17803
1027;22897;Receive Conclusion Lawyer;22-12-2010;22-12-2010;Assistant 1;NA;NA;NA;NA;17804
1027;22898;Receive Conclusion Expert;01-01-2011;01-01-2011;Assistant 1;NA;NA;NA;NA;17805
1027;22899;Pay Back Decision;11-01-2011;12-01-2011;Manager 2;NA;NA;NA;NA;17806
1027;22900;Pay Claim;26-02-2011;26-02-2011;Assistant 1;NA;NA;NA;NA;17807
1028;22901;Accident;24-10-2010;24-10-2010;Client x;NA;NA;NA;NA;17808
1028;22902;File Claim;01-11-2010;01-11-2010;Client x;NA;Car;3805;Agent I;17809
1028;22903;Check Contract;04-11-2010;05-11-2010;Assistant 1;OK;NA;NA;NA;17810
1028;22904;Covered?;05-11-2010;05-11-2010;Assistant 1;OK;NA;NA;NA;17811
1028;22905;Franchise?;07-11-2010;07-11-2010;Assistant 1;By client;NA;NA;NA;17812
1028;22906;Acceptance Decision;12-11-2010;12-11-2010;Manager 2;NA;NA;NA;NA;17813
1028;22907;Start Investigation;24-11-2010;24-11-2010;Assistant 1;NA;NA;NA;NA;17814
1028;22908;Appoint Expert;03-12-2010;03-12-2010;Manager 2;NA;NA;NA;NA;17815
1028;22909;Appoint Lawyer;03-12-2010;03-12-2010;Manager 2;NA;NA;NA;NA;17816
1028;22910;Receive Conclusion Lawyer;23-12-2010;23-12-2010;Assistant 1;NA;NA;NA;NA;17817
1028;22911;Receive Conclusion Expert;02-01-2011;02-01-2011;Assistant 1;NA;NA;NA;NA;17818
1028;22912;Pay Back Decision;12-01-2011;13-01-2011;Manager 2;NA;NA;NA;NA;17819
1028;22913;Pay Claim;27-02-2011;27-02-2011;Assistant 1;NA;NA;NA;NA;17820
1029;22914;Accident;25-10-2010;25-10-2010;Client x;NA;NA;NA;NA;17821
1029;22915;File Claim;02-11-2010;02-11-2010;Client x;NA;Car;3810;Agent D;17822
1029;22916;Check Contract;05-11-2010;06-11-2010;Assistant 1;OK;NA;NA;NA;17823
1029;22917;Covered?;06-11-2010;06-11-2010;Assistant 1;OK;NA;NA;NA;17824
1029;22918;Franchise?;08-11-2010;08-11-2010;Assistant 1;By client;NA;NA;NA;17825
1029;22919;Acceptance Decision;13-11-2010;13-11-2010;Manager 2;NA;NA;NA;NA;17826
1029;22920;Start Investigation;25-11-2010;25-11-2010;Assistant 1;NA;NA;NA;NA;17827
1029;22921;Appoint Expert;04-12-2010;04-12-2010;Manager 2;NA;NA;NA;NA;17828
1029;22922;Appoint Lawyer;04-12-2010;04-12-2010;Manager 2;NA;NA;NA;NA;17829
1029;22923;Receive Conclusion Lawyer;24-12-2010;24-12-2010;Assistant 1;NA;NA;NA;NA;17830
1029;22924;Receive Conclusion Expert;03-01-2011;03-01-2011;Assistant 1;NA;NA;NA;NA;17831
1029;22925;Pay Back Decision;13-01-2011;14-01-2011;Manager 2;NA;NA;NA;NA;17832
1029;22926;Pay Claim;28-02-2011;28-02-2011;Assistant 1;NA;NA;NA;NA;17833
1030;22927;Accident;26-10-2010;26-10-2010;Client x;NA;NA;NA;NA;17834
1030;22928;File Claim;03-11-2010;03-11-2010;Client x;NA;Car;3815;Agent E;17835
1030;22929;Check Contract;06-11-2010;07-11-2010;Assistant 1;OK;NA;NA;NA;17836
1030;22930;Covered?;07-11-2010;07-11-2010;Assistant 1;OK;NA;NA;NA;17837
1030;22931;Franchise?;09-11-2010;09-11-2010;Assistant 1;By client;NA;NA;NA;17838
1030;22932;Acceptance Decision;14-11-2010;14-11-2010;Manager 2;NA;NA;NA;NA;17839
1030;22933;Start Investigation;26-11-2010;26-11-2010;Assistant 1;NA;NA;NA;NA;17840
1030;22934;Appoint Expert;05-12-2010;05-12-2010;Manager 2;NA;NA;NA;NA;17841
1030;22935;Appoint Lawyer;05-12-2010;05-12-2010;Manager 2;NA;NA;NA;NA;17842
1030;22936;Receive Conclusion Lawyer;25-12-2010;25-12-2010;Assistant 1;NA;NA;NA;NA;17843
1030;22937;Receive Conclusion Expert;04-01-2011;04-01-2011;Assistant 1;NA;NA;NA;NA;17844
1030;22938;Pay Back Decision;14-01-2011;15-01-2011;Manager 2;NA;NA;NA;NA;17845
1030;22939;Pay Claim;01-03-2011;01-03-2011;Assistant 1;NA;NA;NA;NA;17846
1031;22940;Accident;27-10-2010;27-10-2010;Client x;NA;NA;NA;NA;17847
1031;22941;File Claim;04-11-2010;04-11-2010;Client x;NA;Health;13400;Agent D;17848
1031;22942;Check Contract;07-11-2010;08-11-2010;Assistant 1;OK;NA;NA;NA;17849
1031;22943;Covered?;08-11-2010;08-11-2010;Assistant 1;OK;NA;NA;NA;17850
1031;22944;Franchise?;10-11-2010;10-11-2010;Assistant 1;By client;NA;NA;NA;17851
1031;22945;Acceptance Decision;15-11-2010;15-11-2010;Manager 2;NA;NA;NA;NA;17852
1031;22946;Start Investigation;27-11-2010;27-11-2010;Assistant 1;NA;NA;NA;NA;17853
1031;22947;Appoint Expert;06-12-2010;06-12-2010;Manager 2;NA;NA;NA;NA;17854
1031;22948;Appoint Lawyer;06-12-2010;06-12-2010;Manager 2;NA;NA;NA;NA;17855
